latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,source_file,pull_type,brightness,bright_t31,type
36.48474,4.34054,338.38,0.41,0.37,2021-08-12,142,N,VIIRS,n,2,296.84,4.23,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.52838,4.25197,318.62,0.4,0.37,2021-08-12,142,N,VIIRS,n,2,303.21,3.1,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.47604,2.89144,332.92,0.39,0.36,2021-08-12,142,N,VIIRS,n,2,307.38,5.76,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.52858,4.33113,313.6,0.41,0.37,2021-08-12,142,N,VIIRS,n,2,300.97,1.48,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.52872,3.27405,344.29,0.39,0.36,2021-08-12,142,N,VIIRS,n,2,305.03,6.74,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54112,3.33823,367.0,0.39,0.36,2021-08-12,142,N,VIIRS,h,2,333.24,24.02,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.54039,3.34256,318.86,0.39,0.36,2021-08-12,142,N,VIIRS,n,2,301.7,24.02,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53948,4.32912,314.74,0.41,0.37,2021-08-12,142,N,VIIRS,n,2,301.7,3.13,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53924,3.32885,311.58,0.39,0.36,2021-08-12,142,N,VIIRS,n,2,299.27,12.02,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53873,4.33344,314.22,0.41,0.37,2021-08-12,142,N,VIIRS,n,2,300.24,1.98,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53852,3.33314,343.1,0.39,0.36,2021-08-12,142,N,VIIRS,n,2,301.93,12.02,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.5378,3.33744,367.0,0.39,0.36,2021-08-12,142,N,VIIRS,h,2,349.88,46.49,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53708,3.34175,322.58,0.39,0.36,2021-08-12,142,N,VIIRS,n,2,302.02,46.49,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53609,4.32839,327.72,0.41,0.37,2021-08-12,142,N,VIIRS,n,2,302.63,3.13,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53534,4.33271,322.3,0.41,0.37,2021-08-12,142,N,VIIRS,n,2,302.29,1.98,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53521,3.33231,323.9,0.39,0.36,2021-08-12,142,N,VIIRS,n,2,300.61,12.02,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53486,4.23496,341.61,0.4,0.37,2021-08-12,142,N,VIIRS,n,2,306.89,51.02,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53459,4.33699,313.72,0.41,0.37,2021-08-12,142,N,VIIRS,n,2,301.6,1.98,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53449,3.33661,340.29,0.39,0.36,2021-08-12,142,N,VIIRS,n,2,311.21,46.49,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.5341,4.23933,320.35,0.4,0.37,2021-08-12,142,N,VIIRS,n,2,303.98,7.66,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53384,4.34128,315.88,0.41,0.37,2021-08-12,142,N,VIIRS,n,2,300.12,3.69,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53378,3.34091,315.68,0.39,0.36,2021-08-12,142,N,VIIRS,n,2,301.53,46.49,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53332,4.2438,313.91,0.4,0.37,2021-08-12,142,N,VIIRS,n,2,302.34,7.66,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53272,4.32755,327.67,0.41,0.37,2021-08-12,142,N,VIIRS,n,2,302.11,5.23,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53263,3.33362,313.5,0.39,0.36,2021-08-12,142,N,VIIRS,n,2,299.94,1.64,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53195,4.33194,318.0,0.41,0.37,2021-08-12,142,N,VIIRS,n,2,301.83,1.48,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53191,3.33792,313.46,0.39,0.36,2021-08-12,142,N,VIIRS,n,2,300.7,1.39,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53152,4.23399,340.12,0.4,0.37,2021-08-12,142,N,VIIRS,n,2,333.33,51.02,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.5312,4.33622,313.45,0.41,0.37,2021-08-12,142,N,VIIRS,n,2,300.27,1.48,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53094,4.25743,318.32,0.4,0.37,2021-08-12,142,N,VIIRS,n,2,303.88,5.08,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53077,4.23832,340.32,0.4,0.37,2021-08-12,142,N,VIIRS,n,2,315.16,7.66,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53046,4.34048,312.55,0.41,0.37,2021-08-12,142,N,VIIRS,n,2,299.7,3.86,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.52998,4.24284,315.86,0.4,0.37,2021-08-12,142,N,VIIRS,n,2,303.16,7.66,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.52918,4.24741,313.56,0.4,0.37,2021-08-12,142,N,VIIRS,n,2,302.55,3.1,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.52861,3.33709,318.24,0.39,0.36,2021-08-12,142,N,VIIRS,n,2,301.54,1.39,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.79097,5.99949,336.92,0.45,0.39,2021-08-12,141,N,VIIRS,n,2,303.82,11.81,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.78384,8.64075,315.38,0.39,0.44,2021-08-12,141,N,VIIRS,n,2,299.89,3.41,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.7901,4.5696,321.06,0.41,0.37,2021-08-12,141,N,VIIRS,n,2,298.83,0.96,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61465,5.03577,331.92,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,300.1,8.42,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61462,5.09542,334.52,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,302.87,4.69,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61359,4.98222,313.91,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,297.3,4.7,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61202,5.03049,310.05,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,298.67,2.72,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61102,4.97667,335.11,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,301.56,5.2,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61019,4.9812,348.69,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,302.24,4.7,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.60937,4.98576,342.03,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,302.08,4.7,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.60843,4.97111,314.37,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,299.93,1.55,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.60785,5.05344,333.18,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,302.25,6.08,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.60762,4.97562,312.16,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,300.74,1.55,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.60697,5.0583,313.82,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,301.22,4.08,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.60524,5.04806,351.38,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,304.36,6.08,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.60503,4.97012,310.44,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,299.03,1.55,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61547,5.03127,336.97,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,300.37,8.42,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.60439,5.0527,335.96,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,301.68,6.08,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.60173,4.98835,331.74,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,301.88,4.17,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.60152,4.94992,312.53,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,299.89,2.23,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.60083,4.97357,311.33,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,300.08,3.06,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.6007,4.95446,321.95,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,299.34,2.23,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59988,4.959,310.49,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,298.13,1.86,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59862,5.24275,355.5,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,312.24,13.77,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59832,4.98737,324.29,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,299.48,3.61,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59777,5.24739,342.84,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,304.64,13.77,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59733,4.95332,313.48,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,299.79,3.3,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59684,5.23272,323.18,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,302.74,8.21,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59605,5.23704,345.77,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,304.27,8.21,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59567,4.96246,310.4,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,299.29,2.01,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59526,5.24137,316.79,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,299.91,2.87,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.60326,4.9601,311.6,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,299.52,1.86,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61557,5.0505,346.14,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,302.59,5.12,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61641,5.04588,353.22,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,304.3,10.1,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61721,5.10093,316.91,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,299.82,2.92,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.64192,4.04786,312.38,0.4,0.37,2021-08-12,141,N,VIIRS,n,2,300.52,2.8,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.64135,5.06685,348.44,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,302.92,8.04,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.64038,5.05232,333.54,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,305.25,13.76,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.6396,5.05665,323.71,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,302.81,14.28,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.6388,5.06109,341.88,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,301.12,14.28,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63794,5.06583,333.59,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,300.72,8.04,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63662,4.33962,345.57,0.41,0.37,2021-08-12,141,N,VIIRS,n,2,308.75,11.1,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63604,5.03661,343.37,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,303.76,5.31,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63536,5.06025,335.94,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,302.11,3.87,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.6352,5.04123,334.11,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,301.73,5.31,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.6333,4.33846,323.55,0.41,0.37,2021-08-12,141,N,VIIRS,n,2,301.61,1.65,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63265,5.03549,335.89,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,301.41,4.56,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63189,5.05959,320.87,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,300.0,3.87,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63183,5.04005,340.65,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,302.67,4.56,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.63099,5.04471,326.69,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,301.17,3.49,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.62998,4.33737,311.59,0.41,0.37,2021-08-12,141,N,VIIRS,n,2,300.29,1.65,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.62842,5.03903,319.22,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,299.49,4.56,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.62757,5.04372,336.24,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,302.09,3.49,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.62585,5.05325,323.93,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,299.91,4.7,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.62322,5.06781,312.91,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,301.76,3.35,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.62168,4.20434,316.52,0.4,0.37,2021-08-12,141,N,VIIRS,n,2,301.48,18.38,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61905,4.19929,324.61,0.4,0.37,2021-08-12,141,N,VIIRS,n,2,302.17,5.37,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61898,5.05149,326.66,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,299.97,4.49,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61892,5.03206,331.01,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,299.18,8.42,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61847,4.16244,316.59,0.4,0.37,2021-08-12,141,N,VIIRS,n,2,302.92,4.15,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61831,4.20358,337.43,0.4,0.37,2021-08-12,141,N,VIIRS,n,2,314.36,18.38,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61812,5.09593,333.3,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,305.06,7.3,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61809,5.03662,347.39,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,307.77,8.42,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.61726,5.04123,325.57,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,300.7,10.1,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59444,5.24581,313.98,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,299.11,2.87,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59351,5.25092,346.41,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,306.53,4.01,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.593,4.93771,323.56,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,300.85,2.03,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59283,4.40844,317.72,0.41,0.37,2021-08-12,141,N,VIIRS,n,2,304.4,1.79,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.53991,7.85473,315.4,0.54,0.42,2021-08-12,141,N,VIIRS,n,2,298.26,3.19,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.43008,8.42513,309.3,0.39,0.44,2021-08-12,141,N,VIIRS,n,2,297.13,2.99,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.38691,8.33168,310.37,0.38,0.43,2021-08-12,141,N,VIIRS,n,2,295.75,2.01,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.38614,8.33532,315.38,0.38,0.43,2021-08-12,141,N,VIIRS,n,2,297.18,2.1,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.38536,7.7173,319.51,0.54,0.42,2021-08-12,141,N,VIIRS,n,2,298.0,3.56,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.38478,6.63435,308.45,0.48,0.4,2021-08-12,141,N,VIIRS,n,2,296.98,2.01,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.38458,7.71631,328.06,0.54,0.42,2021-08-12,141,N,VIIRS,n,2,298.36,4.36,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.38148,7.71648,307.39,0.54,0.42,2021-08-12,141,N,VIIRS,n,2,295.6,1.95,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.17712,7.93482,323.27,0.56,0.43,2021-08-12,141,N,VIIRS,n,2,294.22,4.08,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.16431,7.93713,314.75,0.56,0.43,2021-08-12,141,N,VIIRS,n,2,293.09,1.71,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.16249,9.83951,322.13,0.46,0.47,2021-08-12,141,N,VIIRS,n,2,295.3,3.32,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.16133,9.84466,322.33,0.46,0.47,2021-08-12,141,N,VIIRS,n,2,296.82,2.56,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.16042,7.93603,307.57,0.56,0.43,2021-08-12,141,N,VIIRS,n,2,291.4,1.71,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.16015,9.84984,321.87,0.46,0.47,2021-08-12,141,N,VIIRS,n,2,294.22,2.56,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.15932,9.83335,305.79,0.46,0.47,2021-08-12,141,N,VIIRS,n,2,293.72,1.11,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.15732,9.82201,306.22,0.46,0.47,2021-08-12,141,N,VIIRS,n,2,294.7,1.26,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.15704,9.84338,306.31,0.46,0.47,2021-08-12,141,N,VIIRS,n,2,295.6,1.23,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.15588,9.8485,306.2,0.46,0.47,2021-08-12,141,N,VIIRS,n,2,293.72,1.23,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.15536,9.81056,307.7,0.46,0.47,2021-08-12,141,N,VIIRS,n,2,293.81,0.97,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.15354,9.81238,306.98,0.46,0.47,2021-08-12,141,N,VIIRS,n,2,294.13,0.66,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.1473,9.84598,308.55,0.46,0.47,2021-08-12,141,N,VIIRS,n,2,293.67,1.38,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.1468,9.8429,311.49,0.46,0.47,2021-08-12,141,N,VIIRS,n,2,293.51,1.15,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
29.10776,9.66077,353.2,0.78,0.78,2021-08-12,3,N,VIIRS,n,2,295.54,8.25,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
29.10745,9.66918,313.7,0.78,0.78,2021-08-12,3,N,VIIRS,n,2,293.77,8.25,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
28.91344,9.73636,314.05,0.77,0.77,2021-08-12,3,N,VIIRS,n,2,293.53,28.43,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
28.91281,9.75284,304.06,0.77,0.77,2021-08-12,3,N,VIIRS,n,2,293.15,13.32,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
28.91237,9.74036,367.0,0.77,0.77,2021-08-12,3,N,VIIRS,h,2,296.75,52.87,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
28.87632,9.94584,305.8,0.75,0.77,2021-08-12,3,N,VIIRS,n,2,292.76,0.81,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
28.87409,9.94946,308.35,0.75,0.77,2021-08-12,3,N,VIIRS,n,2,292.86,1.22,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.56627,4.47898,316.12,0.41,0.37,2021-08-12,141,N,VIIRS,n,2,298.52,2.36,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.64219,5.06218,328.89,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,312.97,14.28,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.56958,4.4802,319.14,0.41,0.37,2021-08-12,141,N,VIIRS,n,2,299.51,1.95,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.57393,5.19992,327.53,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,300.98,2.29,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59267,5.23575,345.37,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,305.93,8.21,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59227,4.96146,313.22,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,300.29,2.01,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59189,5.24001,331.15,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,301.09,2.87,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.59021,5.24923,316.67,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,299.68,4.01,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.58965,4.93647,312.97,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,300.17,2.03,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.58928,5.23453,337.55,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,300.95,6.89,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.58925,5.25445,311.98,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,300.58,4.01,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.58886,4.9605,333.44,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,302.32,8.0,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.5888,4.94111,312.49,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,300.28,2.03,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.58805,4.96497,313.55,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,300.54,3.49,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.58796,4.94575,319.54,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,301.39,4.02,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.58628,4.9353,310.83,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,298.87,2.61,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.58548,4.95942,345.82,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,302.83,8.0,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.58461,4.94447,319.92,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,300.52,7.62,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.58378,4.94904,347.59,0.42,0.38,2021-08-12,141,N,VIIRS,n,2,307.46,7.62,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.58326,5.28717,322.29,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,301.0,3.31,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.58314,5.30763,326.38,0.43,0.38,2021-08-12,141,N,VIIRS,n,2,301.02,4.26,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
36.58277,5.46831,324.55,0.44,0.38,2021-08-12,141,N,VIIRS,n,2,300.93,4.06,N,firms_viirs_snpp_sp_kabylie_aug_2021.csv,historical,,,0.0
